sample_index,split,label,original_label_id,unified_token_id,signer_id,video,original_active_frames,prepared_frames,start,end
786,validation,Start,134,816,05,Start_05_1.mov,74,74,86557,86631
787,validation,Start,134,816,05,Start_05_2.mov,95,95,86631,86726
788,train,Start,134,816,06,Start_06_1.mov,61,61,86726,86787
789,train,Start,134,816,06,Start_06_2.mov,104,104,86787,86891
790,test,Step,135,817,01,Step_01_1.mov,104,104,86891,86995
791,test,Step,135,817,01,Step_01_2.mov,189,189,86995,87184
792,validation,Step,135,817,05,Step_05_1.mov,93,93,87184,87277
793,validation,Step,135,817,05,Step_05_2.mov,113,113,87277,87390
794,train,Step,135,817,06,Step_06_1.mov,76,76,87390,87466
795,train,Step,135,817,06,Step_06_2.mov,107,107,87466,87573
796,test,store,136,818,01,store_01_1.mov,95,95,87573,87668
797,test,store,136,818,01,store_01_2.mov,153,153,87668,87821
798,train,store,136,818,02,store_02_1.mov,112,112,87821,87933
799,train,store,136,818,02,store_02_2.mov,154,154,87933,88087
800,validation,store,136,818,05,store_05_1.mov,97,97,88087,88184
801,validation,store,136,818,05,store_05_2.mov,106,106,88184,88290
802,test,Straightforward- clear,137,819,01,Straightforward- clear_01_1.mov,85,85,88290,88375
803,test,Straightforward- clear,137,819,01,Straightforward- clear_01_2.mov,134,134,88375,88509
804,train,Straightforward- clear,137,819,02,Straightforward- clear_02_1.mov,64,64,88509,88573
805,train,Straightforward- clear,137,819,02,Straightforward- clear_02_2.mov,126,126,88573,88699
806,train,Straightforward- clear,137,819,07,Straightforward- clear_07_1.mp4,53,53,88699,88752
807,test,String,138,820,01,String_01_1.mov,86,86,88752,88838
808,test,String,138,820,01,String_01_2.mov,170,170,88838,89008
809,validation,String,138,820,05,String_05_1.mov,69,69,89008,89077
810,validation,String,138,820,05,String_05_2.mov,94,94,89077,89171
811,train,String,138,820,06,String_06_1.mov,81,81,89171,89252
812,train,String,138,820,06,String_06_2.mov,99,99,89252,89351
813,test,Strong,139,821,01,strong_01_1.MOV,91,91,89351,89442
814,test,Strong,139,821,01,strong_01_2.MOV,58,58,89442,89500
815,train,Strong,139,821,02,strong_02_1.MOV,82,82,89500,89582
816,train,Strong,139,821,02,strong_02_2.MOV,52,52,89582,89634
817,train,Strong,139,821,07,strong_07_1.mp4,43,43,89634,89677
818,train,Structure,140,822,02,Structure_02_1.MOV,164,164,89677,89841
819,train,Structure,140,822,02,Structure_02_2.MOV,116,116,89841,89957
820,test,Structure,140,822,03,Structure_03_1.MOV,169,169,89957,90126
821,test,Structure,140,822,03,Structure_03_2.MOV,106,106,90126,90232
822,train,Structure,140,822,07,Structure_07_1.mp4,197,197,90232,90429
823,test,Student,141,823,01,Student_01_1.MOV,164,164,90429,90593
824,test,Student,141,823,01,student_01_2.MOV,92,92,90593,90685
825,train,Student,141,823,02,student_02_1.MOV,95,95,90685,90780
826,train,Student,141,823,02,student_02_2.MOV,179,179,90780,90959
827,train,Student,141,823,07,student_07_1.mp4,45,45,90959,91004
828,test,Subtract,142,824,01,Subtract_01_1.mov,61,61,91004,91065
829,test,Subtract,142,824,01,Subtract_01_2.mov,136,136,91065,91201
830,validation,Subtract,142,824,05,Subtract_05_1.mov,58,58,91201,91259
831,validation,Subtract,142,824,05,Subtract_05_2.mov,99,99,91259,91358
832,train,Subtract,142,824,06,Subtract_06_1.mov,55,55,91358,91413
833,train,Subtract,142,824,06,Subtract_06_2.mov,63,63,91413,91476
834,train,Super key,143,825,02,Super Key_02_1.mov,104,104,91476,91580
835,train,Super key,143,825,02,Super Key_02_2.mov,178,178,91580,91758
836,test,Super key,143,825,03,Super Key_03_1.mov,118,118,91758,91876
837,test,Super key,143,825,03,Super Key_03_2.mov,274,200,91876,92076
838,validation,Super key,143,825,05,Super Key_05_1.mov,123,123,92076,92199
839,validation,Super key,143,825,05,Super Key_05_2.mov,119,119,92199,92318
840,test,System,144,826,03,system_03_1.mov,75,75,92318,92393
841,test,System,144,826,03,system_03_2.mov,120,120,92393,92513
842,validation,System,144,826,05,system_05_1.mov,70,70,92513,92583
843,validation,System,144,826,05,system_05_2.mov,95,95,92583,92678
844,train,System,144,826,06,system_06_1.mov,67,67,92678,92745
845,train,System,144,826,06,system_06_2.mov,75,75,92745,92820
846,test,Table,145,827,01,table_01_1.MOV,136,136,92820,92956
847,test,Table,145,827,01,table_01_2.MOV,78,78,92956,93034
848,train,Table,145,827,02,Table_02_1.MOV,102,102,93034,93136
849,train,Table,145,827,02,table_02_2.MOV,93,93,93136,93229
850,train,Table,145,827,07,table_07_1.mp4,197,197,93229,93426
851,test,Template,146,828,01,Template_01_1.MOV,69,69,93426,93495
852,test,Template,146,828,01,Template_01_2.MOV,127,127,93495,93622
853,train,Template,146,828,02,Template_02_1.MOV,109,109,93622,93731
854,train,Template,146,828,02,Template_02_2.MOV,43,43,93731,93774
855,train,Template,146,828,07,Template_07_1.mp4,59,59,93774,93833
856,test,Terminate-end,147,829,01,Terminate-end_01_1.mov,107,107,93833,93940
857,test,Terminate-end,147,829,01,Terminate-end_01_2.mov,179,179,93940,94119
858,train,Terminate-end,147,829,02,Terminate-end_02_1.mov,228,200,94119,94319
859,train,Terminate-end,147,829,02,Terminate-end_02_2.mov,145,145,94319,94464
860,validation,Terminate-end,147,829,05,Terminate-end_05_1.mov,130,130,94464,94594
861,validation,Terminate-end,147,829,05,Terminate-end_05_2.mov,116,116,94594,94710
862,train,Ternary,148,830,02,Ternary_02_1.mov,146,146,94710,94856
863,train,Ternary,148,830,02,Ternary_02_2.mov,278,200,94856,95056
864,test,Ternary,148,830,03,Ternary_03_1.mov,162,162,95056,95218
865,test,Ternary,148,830,03,Ternary_03_2.mov,254,200,95218,95418
866,validation,Ternary,148,830,05,Ternary_05_1.mov,141,141,95418,95559
867,validation,Ternary,148,830,05,Ternary_05_2.mov,159,159,95559,95718
868,test,Top,149,831,03,top_03_1.MOV,119,119,95718,95837
869,test,Top,149,831,03,top_03_2.MOV,83,83,95837,95920
870,validation,Top,149,831,05,top_05_1.MOV,135,135,95920,96055
871,validation,Top,149,831,05,top_05_2.MOV,95,95,96055,96150
872,train,Top,149,831,06,top_06_1.MOV,90,90,96150,96240
873,train,Top,149,831,06,top_06_2.MOV,69,69,96240,96309
874,test,Total-Summation,150,832,01,Total-Summation_01_1.mov,80,80,96309,96389
875,test,Total-Summation,150,832,01,Total-Summation_01_2.mov,127,127,96389,96516
876,validation,Total-Summation,150,832,05,Total-Summation_05_1.mov,56,56,96516,96572
877,validation,Total-Summation,150,832,05,Total-Summation_05_2.mov,66,66,96572,96638
878,train,Total-Summation,150,832,06,Total-Summation_06_1.mov,66,66,96638,96704
879,train,Total-Summation,150,832,06,Total-Summation_06_2.mov,81,81,96704,96785
880,test,Transaction,151,833,01,Transaction_01_1.mov,67,67,96785,96852
881,test,Transaction,151,833,01,Transaction_01_2.mov,149,149,96852,97001
882,validation,Transaction,151,833,05,Transaction_05_1.mov,62,62,97001,97063
883,validation,Transaction,151,833,05,Transaction_05_2.mov,85,85,97063,97148
884,train,Transaction,151,833,06,Transaction_06_1.mov,64,64,97148,97212
885,train,Transaction,151,833,06,Transaction_06_2.mov,65,65,97212,97277
886,test,Transform,152,834,01,Transform_01_1.mov,58,58,97277,97335
887,test,Transform,152,834,01,Transform_01_2.mov,146,146,97335,97481
888,train,Transform,152,834,02,Transform_02_1.mov,61,61,97481,97542
889,train,Transform,152,834,02,Transform_02_2.mov,142,142,97542,97684
890,train,Transform,152,834,07,Transform_07_1.mp4,51,51,97684,97735
891,test,Under-down-below,153,835,01,Under-down-below_01_1.mov,80,80,97735,97815
892,test,Under-down-below,153,835,01,Under-down-below_01_2.mov,144,144,97815,97959
893,validation,Under-down-below,153,835,05,Under-down-below_05_1.mov,67,67,97959,98026
894,validation,Under-down-below,153,835,05,Under-down-below_05_2.mov,79,79,98026,98105
895,train,Under-down-below,153,835,06,Under-down-below_06_1.mov,57,57,98105,98162
896,train,Under-down-below,153,835,06,Under-down-below_06_2.mov,74,74,98162,98236
897,test,Union,154,836,01,union_01_1.MOV,75,75,98236,98311
898,test,Union,154,836,01,union_01_2.MOV,145,145,98311,98456
899,train,Union,154,836,02,union_02_1.MOV,151,151,98456,98607
900,train,Union,154,836,02,union_02_2.MOV,79,79,98607,98686
901,train,Union,154,836,07,union_07_1.mp4,270,200,98686,98886
902,train,Unnecessary,155,837,02,Unnecessary_02_1.mov,84,84,98886,98970
903,train,Unnecessary,155,837,02,Unnecessary_02_2.mov,172,172,98970,99142
904,test,Unnecessary,155,837,03,Unnecessary_03_1.mov,101,101,99142,99243
905,test,Unnecessary,155,837,03,Unnecessary_03_2.mov,139,139,99243,99382
906,validation,Unnecessary,155,837,05,Unnecessary_05_1.mov,73,73,99382,99455
907,validation,Unnecessary,155,837,05,Unnecessary_05_2.mov,124,124,99455,99579
908,train,Unrelated,156,838,02,Unrelated_02_1.mov,99,99,99579,99678
909,train,Unrelated,156,838,02,Unrelated_02_2.mov,171,171,99678,99849
910,test,Unrelated,156,838,03,Unrelated_03_1.mov,106,106,99849,99955
911,test,Unrelated,156,838,03,Unrelated_03_2.mov,210,200,99955,100155
912,validation,Unrelated,156,838,05,Unrelated_05_1.mov,94,94,100155,100249
913,validation,Unrelated,156,838,05,Unrelated_05_2.mov,111,111,100249,100360
914,test,Up-above,157,839,01,Up-above_01_1.mov,78,78,100360,100438
915,test,Up-above,157,839,01,Up-above_01_2.mov,94,94,100438,100532
916,validation,Up-above,157,839,05,Up-above_05_1.mov,61,61,100532,100593
917,validation,Up-above,157,839,05,Up-above_05_2.mov,78,78,100593,100671
918,train,Up-above,157,839,06,Up-above_06_1.mov,58,58,100671,100729
919,train,Up-above,157,839,06,Up-above_06_2.mov,70,70,100729,100799
920,test,Update,158,840,01,Update_01_1.mov,100,100,100799,100899
921,test,Update,158,840,01,Update_01_2.mov,194,194,100899,101093
922,train,Update,158,840,02,Update_02_1.mov,115,115,101093,101208
923,train,Update,158,840,02,Update_02_2.mov,178,178,101208,101386
924,train,Update,158,840,07,Update_07_1.mp4,208,200,101386,101586
925,test,User,159,841,03,user_03_1.MOV,139,139,101586,101725
926,test,User,159,841,03,user_03_2.MOV,84,84,101725,101809
927,validation,User,159,841,05,user_05_1.MOV,93,93,101809,101902
928,validation,User,159,841,05,user_05_2.MOV,72,72,101902,101974
929,train,User,159,841,06,user_06_1.MOV,63,63,101974,102037
930,train,User,159,841,06,user_06_2.MOV,53,53,102037,102090
931,test,Value-arithmetic,160,842,01,Value-arithmetic_01_1.mov,112,112,102090,102202
932,test,Value-arithmetic,160,842,01,Value-arithmetic_01_2.mov,94,94,102202,102296
933,train,Value-arithmetic,160,842,02,Value-arithmetic_02_1.mov,143,143,102296,102439
934,train,Value-arithmetic,160,842,02,Value-arithmetic_02_2.mov,172,172,102439,102611
935,test,Value-arithmetic,160,842,03,Value-arithmetic_03_1.mov,156,156,102611,102767
936,test,Value-arithmetic,160,842,03,Value-arithmetic_03_2.mov,129,129,102767,102896
937,validation,Value-arithmetic,160,842,05,Value-arithmetic_05_1.mov,103,103,102896,102999
938,validation,Value-arithmetic,160,842,05,Value-arithmetic_05_2.mov,93,93,102999,103092
939,validation,Value-arithmetic,160,842,05,Value-arithmetic_05_3.mov,152,152,103092,103244
940,validation,Value-arithmetic,160,842,05,Value-arithmetic_05_4.mov,83,83,103244,103327
941,train,Value-arithmetic,160,842,06,Value-arithmetic_06_1.mov,87,87,103327,103414
942,train,Value-arithmetic,160,842,06,Value-arithmetic_06_2.mov,64,64,103414,103478
943,train,Variable,161,843,02,Variable_02_1.mov,202,200,103478,103678
944,train,Variable,161,843,02,Variable_02_2.mov,129,129,103678,103807
945,test,Variable,161,843,03,Variable_03_1.mov,79,79,103807,103886
946,test,Variable,161,843,03,Variable_03_2.mov,118,118,103886,104004
947,train,Variable,161,843,06,Variable_06_1.mov,61,61,104004,104065
948,train,Variable,161,843,06,Variable_06_2.mov,95,95,104065,104160
949,test,Very,162,844,01,Very_01_1.mov,60,60,104160,104220
950,test,Very,162,844,01,Very_01_2.mov,132,132,104220,104352
951,validation,Very,162,844,05,Very_05_1.mov,69,69,104352,104421
952,validation,Very,162,844,05,Very_05_2.mov,79,79,104421,104500
953,train,Very,162,844,06,Very_06_1.mov,61,61,104500,104561
954,train,Very,162,844,06,Very_06_2.mov,75,75,104561,104636
955,test,With-within,163,845,01,With-within_01_1.mov,75,75,104636,104711
956,test,With-within,163,845,01,With-within_01_2.mov,129,129,104711,104840
957,validation,With-within,163,845,05,With-within_05_1.mov,64,64,104840,104904
958,validation,With-within,163,845,05,With-within_05_2.mov,79,79,104904,104983
959,train,With-within,163,845,06,With-within_06_1.mov,54,54,104983,105037
960,train,With-within,163,845,06,With-within_06_2.mov,67,67,105037,105104
961,test,Zero,164,846,01,Zero_01_1.mov,120,120,105104,105224
962,test,Zero,164,846,01,Zero_01_2.mov,93,93,105224,105317
963,test,Zero,164,846,01,Zero_01_3.mov,59,59,105317,105376
964,validation,Zero,164,846,05,Zero_05_1.mov,64,64,105376,105440
965,train,Zero,164,846,06,Zero_06_1.mov,50,50,105440,105490
966,train,Zero,164,846,06,Zero_06_2.mov,65,65,105490,105555
