label,video,signer_id,repetition_id,raw_frames,fps,raw_duration_seconds,start_frame,end_frame,active_frames,active_duration_seconds,trim_percent,overall_left_rate,overall_right_rate,active_left_rate,active_right_rate,motion_threshold
Id- identifier,Id- identifier_03_1.MOV,03,1,128,30.0,4.267,14,114,101,3.367,21.09,50.0,0.0,63.37,0.0,0.00618357
Id- identifier,Id- identifier_03_2.MOV,03,2,177,30.0,5.9,28,156,129,4.3,27.12,48.59,0.0,66.67,0.0,0.00459664
Id- identifier,Id- identifier_05_1.MOV,05,1,147,30.0,4.9,33,146,114,3.8,22.45,45.58,0.0,58.77,0.0,0.00620948
Id- identifier,Id- identifier_05_2.MOV,05,2,140,30.0,4.667,34,139,106,3.533,24.29,37.14,2.14,49.06,2.83,0.00834182
If,If_01_1.MOV,01,1,130,30.0,4.333,5,107,103,3.433,20.77,56.15,29.23,70.87,36.89,0.01266734
If,If_01_2.MOV,01,2,179,30.0,5.967,18,158,141,4.7,21.23,62.57,37.43,79.43,47.52,0.00997149
If,If_05_1.MOV,05,1,119,30.0,3.967,13,106,94,3.133,21.01,56.3,28.57,71.28,36.17,0.01290978
If,If_05_2.MOV,05,2,139,30.0,4.633,27,138,112,3.733,19.42,58.27,30.22,72.32,37.5,0.00870321
If,If_06_1.MOV,06,1,130,30.0,4.333,25,117,93,3.1,28.46,50.77,26.92,70.97,37.63,0.01114474
If,If_06_2.MOV,06,2,155,30.0,5.167,28,147,120,4.0,22.58,60.65,30.97,78.33,40.0,0.00883322
Inaccessible,Inaccessible_02_1.MOV,02,1,187,30.0,6.233,18,157,140,4.667,25.13,49.2,23.53,65.71,31.43,0.00874661
Inaccessible,Inaccessible_02_2.MOV,02,2,103,30.0,3.433,11,79,69,2.3,33.01,39.81,32.04,59.42,47.83,0.01150476
Inaccessible,Inaccessible_03_1.MOV,03,1,195,30.0,6.5,31,185,155,5.167,20.51,47.69,24.62,60.0,30.97,0.00634788
Inaccessible,Inaccessible_03_2.MOV,03,2,126,30.0,4.2,31,108,78,2.6,38.1,35.71,20.63,57.69,33.33,0.00930404
Inaccessible,Inaccessible_05_1.MOV,05,1,134,30.0,4.467,36,113,78,2.6,41.79,29.85,25.37,51.28,43.59,0.01012108
Inaccessible,Inaccessible_05_2.MOV,05,2,148,30.0,4.933,36,131,96,3.2,35.14,47.3,37.16,72.92,57.29,0.01089448
Include,include_03_1.MOV,03,1,138,30.0,4.6,13,129,117,3.9,15.22,67.39,21.74,79.49,25.64,0.01938296
Include,include_03_2.MOV,03,2,199,30.0,6.633,22,176,155,5.167,22.11,63.32,23.62,81.29,30.32,0.01327644
Include,include_05_1.MOV,05,1,193,30.0,6.433,37,165,129,4.3,33.16,51.81,18.65,77.52,27.91,0.01184252
Include,include_05_2.MOV,05,2,150,30.0,5.0,27,116,90,3.0,40.0,42.67,14.0,71.11,23.33,0.01223693
Include,include_06_1.MOV,06,1,142,30.0,4.733,24,141,118,3.933,16.9,66.9,27.46,80.51,33.05,0.01119673
Include,include_06_2.MOV,06,2,134,30.0,4.467,28,124,97,3.233,27.61,54.48,20.9,75.26,28.87,0.01096722
Index,Index_01_1.MOV,01,1,119,30.0,3.967,16,111,96,3.2,19.33,57.98,48.74,71.88,60.42,0.01142589
Index,Index_01_2.MOV,01,2,166,30.0,5.533,6,159,154,5.133,7.23,70.48,54.82,75.97,59.09,0.01391044
Index,Index_05_1.MOV,05,1,141,30.0,4.7,24,132,109,3.633,22.7,54.61,43.97,70.64,56.88,0.01301314
Index,Index_05_2.MOV,05,2,184,30.0,6.133,24,157,134,4.467,27.17,57.07,55.98,78.36,76.87,0.01062841
Index,Index_06_1.MOV,06,1,148,30.0,4.933,17,136,120,4.0,18.92,62.84,62.84,77.5,77.5,0.01100247
Index,Index_06_2.MOV,06,2,133,30.0,4.433,11,110,100,3.333,24.81,54.89,55.64,73.0,74.0,0.01147097
Information,information_01_1.MOV,01,1,205,30.0,6.833,5,200,196,6.533,4.39,65.85,0.0,68.88,0.0,0.00760648
Information,information_01_2.MOV,01,2,131,30.0,4.367,2,98,97,3.233,25.95,44.27,0.0,59.79,0.0,0.00740596
Information,information_02_1.MOV,02,1,180,30.0,6.0,9,169,161,5.367,10.56,62.22,0.0,69.57,0.0,0.00499408
Information,information_02_2.MOV,02,2,104,30.0,3.467,6,101,96,3.2,7.69,50.96,0.0,55.21,0.0,0.00787613
Information,information_07_1.mp4,07,1,98,30.0,3.267,0,83,84,2.8,14.29,0.0,62.24,0.0,72.62,0.00986902
Initialize,Initialize_02_1.MOV,02,1,347,30.0,11.567,21,321,301,10.033,13.26,71.47,32.85,82.39,37.87,0.00750187
Initialize,Initialize_02_2.MOV,02,2,170,30.0,5.667,7,153,147,4.9,13.53,65.29,28.24,75.51,32.65,0.01441192
Initialize,Initialize_03_1.MOV,03,1,222,30.0,7.4,18,207,190,6.333,14.41,72.52,27.93,84.74,32.63,0.00901669
Initialize,Initialize_03_2.MOV,03,2,392,30.0,13.067,43,371,329,10.967,16.07,73.47,32.14,87.54,38.3,0.0070795
Initialize,Initialize_05_1.MOV,05,1,256,30.0,8.533,41,251,211,7.033,17.58,60.55,14.84,73.46,18.01,0.01110691
Initialize,Initialize_05_2.MOV,05,2,208,30.0,6.933,34,194,161,5.367,22.6,55.29,14.42,71.43,18.63,0.01021823
Input-enter,Input-enter_02_1.MOV,02,1,121,30.0,4.033,17,95,79,2.633,34.71,35.54,14.88,54.43,22.78,0.00795379
Input-enter,Input-enter_02_2.MOV,02,2,260,30.0,8.667,107,229,123,4.1,52.69,37.69,31.92,79.67,65.85,0.00521281
Input-enter,Input-enter_05_1.MOV,05,1,202,30.0,6.733,64,167,104,3.467,48.51,40.1,37.13,77.88,72.12,0.00943491
Input-enter,Input-enter_05_2.MOV,05,2,164,30.0,5.467,54,143,90,3.0,45.12,40.24,35.37,73.33,64.44,0.01074836
Input-enter,Input-enter_08_1.MOV,08,1,145,30.0,4.833,35,122,88,2.933,39.31,43.45,33.79,71.59,55.68,0.00806464
Input-enter,Input-enter_08_2.MOV,08,2,243,30.0,8.1,63,222,160,5.333,34.16,54.32,40.33,82.5,61.25,0.00509543
int,int_02_1.MOV,02,1,146,30.0,4.867,38,134,97,3.233,33.56,40.41,0.0,60.82,0.0,0.00463549
int,int_02_2.MOV,02,2,108,30.0,3.6,16,99,84,2.8,22.22,50.93,0.0,65.48,0.0,0.00491534
int,int_03_1.MOV,03,1,110,30.0,3.667,15,93,79,2.633,28.18,40.0,0.0,55.7,0.0,0.00460193
int,int_03_2.MOV,03,2,203,30.0,6.767,29,186,158,5.267,22.17,56.65,0.0,72.78,0.0,0.00453582
int,int_06_1.MOV,06,1,101,30.0,3.367,19,81,63,2.1,37.62,38.61,0.0,61.9,0.0,0.00679614
int,int_06_2.MOV,06,2,122,30.0,4.067,22,102,81,2.7,33.61,45.08,0.0,67.9,0.0,0.00493771
Last in,Last in_02_1.MOV,02,1,135,30.0,4.5,12,126,115,3.833,14.81,51.85,57.78,60.87,67.83,0.01093106
Last in,Last in_02_2.MOV,02,2,207,30.0,6.9,27,203,177,5.9,14.49,63.29,66.18,74.01,77.4,0.00955165
Last in,Last in_03_1.MOV,03,1,150,30.0,5.0,28,138,111,3.7,26.0,39.33,48.67,53.15,65.77,0.01013085
Last in,Last in_03_2.MOV,03,2,235,30.0,7.833,59,218,160,5.333,31.91,42.13,49.79,61.88,73.12,0.00667691
Last in,Last in_06_1.MOV,06,1,122,30.0,4.067,28,118,91,3.033,25.41,50.0,54.1,67.03,72.53,0.0112248
Last in,Last in_06_2.MOV,06,2,146,30.0,4.867,28,144,117,3.9,19.86,60.27,56.16,75.21,70.09,0.00989832
Library,Library_01_1.MOV,01,1,112,30.0,3.733,20,97,78,2.6,30.36,34.82,25.89,50.0,37.18,0.00950059
Library,Library_01_2.MOV,01,2,198,30.0,6.6,29,175,147,4.9,25.76,49.49,55.05,66.67,74.15,0.0078629
Library,Library_05_1.MOV,05,1,94,30.0,3.133,28,91,64,2.133,31.91,38.3,27.66,56.25,40.62,0.01005897
Library,Library_05_2.MOV,05,2,111,30.0,3.7,23,103,81,2.7,27.03,47.75,34.23,65.43,46.91,0.00945655
Library,Library_06_1.MOV,06,1,111,30.0,3.7,25,95,71,2.367,36.04,40.54,39.64,63.38,61.97,0.01068482
Library,Library_06_2.MOV,06,2,114,30.0,3.8,19,106,88,2.933,22.81,51.75,50.0,67.05,64.77,0.01011775
Line,Line_02_1.MOV,02,1,94,30.0,3.133,11,80,70,2.333,25.53,46.81,45.74,62.86,61.43,0.00862195
Line,Line_02_2.MOV,02,2,136,30.0,4.533,28,135,108,3.6,20.59,55.88,53.68,70.37,67.59,0.00752722
Line,Line_03_1.MOV,03,1,101,30.0,3.367,11,88,78,2.6,22.77,46.53,46.53,60.26,60.26,0.01034958
Line,Line_03_2.MOV,03,2,177,30.0,5.9,33,162,130,4.333,26.55,49.15,49.72,66.92,67.69,0.00652186
Line,Line_06_1.MOV,06,1,105,30.0,3.5,30,87,58,1.933,44.76,18.1,29.52,32.76,53.45,0.01110828
Line,Line_06_2.MOV,06,2,127,30.0,4.233,33,106,74,2.467,41.73,35.43,37.8,60.81,64.86,0.00813324
List,list_03_1.MOV,03,1,103,30.0,3.433,21,97,77,2.567,25.24,48.54,39.81,64.94,53.25,0.01209713
List,list_03_2.MOV,03,2,98,30.0,3.267,14,93,80,2.667,18.37,58.16,43.88,71.25,53.75,0.01452045
List,list_05_1.MOV,05,1,120,30.0,4.0,37,101,65,2.167,45.83,30.83,16.67,56.92,30.77,0.01110386
List,list_05_2.MOV,05,2,115,30.0,3.833,22,114,93,3.1,19.13,58.26,42.61,72.04,52.69,0.01221658
List,list_06_1.MOV,06,1,123,30.0,4.1,23,108,86,2.867,30.08,49.59,49.59,70.93,70.93,0.01321357
List,list_06_2.MOV,06,2,111,30.0,3.7,27,99,73,2.433,34.23,43.24,45.95,65.75,69.86,0.01446946
Logical,logical_01_1.MOV,01,1,230,30.0,7.667,37,204,168,5.6,26.96,55.65,0.0,76.19,0.0,0.00484829
Logical,logical_01_2.MOV,01,2,128,30.0,4.267,10,104,95,3.167,25.78,46.09,0.0,62.11,0.0,0.00595483
Logical,logical_02_1.MOV,02,1,229,30.0,7.633,30,212,183,6.1,20.09,58.08,0.44,72.13,0.55,0.00498627
Logical,logical_02_2.MOV,02,2,127,30.0,4.233,6,105,100,3.333,21.26,46.46,0.0,59.0,0.0,0.00596604
Logical,logical_07_1.mp4,07,1,86,30.0,2.867,3,76,74,2.467,13.95,0.0,58.14,0.0,67.57,0.00757546
Loop,Loop_01_1.mov,01,1,117,30.0,3.9,13,94,82,2.733,29.91,23.08,0.0,32.93,0.0,0.00370042
Loop,Loop_01_2.mov,01,2,215,30.0,7.167,35,188,154,5.133,28.37,47.91,0.0,66.88,0.0,0.00341124
Loop,Loop_05_1.mov,05,1,103,30.0,3.433,12,85,74,2.467,28.16,43.69,0.0,60.81,0.0,0.0098546
Loop,Loop_05_2.mov,05,2,126,30.0,4.2,10,108,99,3.3,21.43,60.32,0.0,76.77,0.0,0.00837219
Loop,Loop_06_1.mov,06,1,107,30.0,3.567,22,106,85,2.833,20.56,47.66,0.0,60.0,0.0,0.00749358
Loop,Loop_06_2.mov,06,2,122,30.0,4.067,0,115,116,3.867,4.92,43.44,0.0,45.69,0.0,0.0045341
Many to many,Many to many_02_1.MOV,02,1,287,30.0,9.567,23,286,264,8.8,8.01,64.11,61.67,69.7,67.05,0.0054387
Many to many,Many to many_02_2.MOV,02,2,158,30.0,5.267,15,151,137,4.567,13.29,53.8,47.47,62.04,54.74,0.00735467
Many to many,Many to many_03_1.MOV,03,1,343,30.0,11.433,35,321,287,9.567,16.33,54.23,51.6,64.81,61.67,0.00456178
Many to many,Many to many_03_2.MOV,03,2,249,30.0,8.3,33,226,194,6.467,22.09,48.59,42.17,62.37,54.12,0.00524682
Many to many,Many to many_05_1.MOV,05,1,227,30.0,7.567,33,200,168,5.6,25.99,44.05,41.41,59.52,55.95,0.00918474
Many to many,Many to many_05_2.MOV,05,2,200,30.0,6.667,38,187,150,5.0,25.0,41.5,33.5,55.33,44.67,0.01166243
Many to one,Many to one_02_1.MOV,02,1,159,30.0,5.3,13,139,127,4.233,20.13,52.2,57.86,65.35,72.44,0.00696042
Many to one,Many to one_02_2.MOV,02,2,96,30.0,3.2,10,89,80,2.667,16.67,53.12,51.04,63.75,61.25,0.00714316
Many to one,Many to one_03_1.MOV,03,1,207,30.0,6.9,33,206,174,5.8,15.94,41.06,56.52,48.85,67.24,0.00492234
Many to one,Many to one_03_2.MOV,03,2,123,30.0,4.1,36,116,81,2.7,34.15,16.26,32.52,24.69,49.38,0.00711354
Many to one,Many to one_05_1.MOV,05,1,137,30.0,4.567,27,125,99,3.3,27.74,19.71,45.26,27.27,62.63,0.00815225
Many to one,Many to one_05_2.MOV,05,2,143,30.0,4.767,27,133,107,3.567,25.17,23.78,44.06,31.78,58.88,0.00739904
Max,Max_01_1.mov,01,1,141,30.0,4.7,34,122,89,2.967,36.88,34.75,13.48,55.06,21.35,0.00678096
Max,Max_01_2.mov,01,2,189,30.0,6.3,23,171,149,4.967,21.16,51.32,22.22,65.1,28.19,0.00671066
Max,Max_05_1.mov,05,1,123,30.0,4.1,27,116,90,3.0,26.83,31.71,32.52,43.33,44.44,0.01184365
Max,Max_05_2.mov,05,2,133,30.0,4.433,21,132,112,3.733,15.79,61.65,39.85,73.21,47.32,0.01065935
Max,Max_06_1.mov,06,1,100,30.0,3.333,17,91,75,2.5,25.0,43.0,29.0,57.33,38.67,0.01507269
Max,Max_06_2.mov,06,2,117,30.0,3.9,15,116,102,3.4,12.82,66.67,37.61,76.47,43.14,0.01380333
Memory,memory_01_1.mov,01,1,151,30.0,5.033,20,150,131,4.367,13.25,76.16,0.0,87.79,0.0,0.00675128
Memory,memory_01_2.mov,01,2,172,30.0,5.733,45,151,107,3.567,37.79,43.6,0.0,70.09,0.0,0.00524664
Memory,memory_02_1.mov,02,1,177,30.0,5.9,8,176,169,5.633,4.52,0.0,57.63,0.0,60.36,0.00919313
Memory,memory_02_2.mov,02,2,147,30.0,4.9,7,115,109,3.633,25.85,0.0,49.66,0.0,66.97,0.00684899
Memory,memory_05_1.mov,05,1,143,30.0,4.767,0,130,131,4.367,8.39,0.0,53.85,0.0,58.78,0.00998369
Memory,memory_05_2.mov,05,2,141,30.0,4.7,50,135,86,2.867,39.01,0.0,39.72,0.0,65.12,0.00996671
Memory leak,Memory leak_02_1.MOV,02,1,118,30.0,3.933,7,111,105,3.5,11.02,58.47,29.66,65.71,33.33,0.01130695
Memory leak,Memory leak_02_2.MOV,02,2,222,30.0,7.4,25,213,189,6.3,14.86,68.02,40.09,79.89,47.09,0.01006788
Memory leak,Memory leak_03_1.MOV,03,1,132,30.0,4.4,12,121,110,3.667,16.67,57.58,27.27,69.09,32.73,0.00724802
Memory leak,Memory leak_03_2.MOV,03,2,225,30.0,7.5,18,213,196,6.533,12.89,70.67,32.44,81.12,37.24,0.00631102
Memory leak,Memory leak_06_1.MOV,06,1,107,30.0,3.567,21,98,78,2.6,27.1,49.53,24.3,67.95,33.33,0.00998751
Memory leak,Memory leak_06_2.MOV,06,2,144,30.0,4.8,29,136,108,3.6,25.0,55.56,25.69,74.07,34.26,0.00860484
Message,Message_03_1.mov,03,1,109,30.0,3.633,28,108,81,2.7,25.69,31.19,41.28,41.98,55.56,0.01182345
Message,Message_03_2.mov,03,2,135,30.0,4.5,30,131,102,3.4,24.44,37.78,48.89,50.0,64.71,0.01356826
Message,Message_05_1.mov,05,1,133,30.0,4.433,35,108,74,2.467,44.36,36.09,29.32,64.86,52.7,0.00924006
Message,Message_05_2.mov,05,2,174,30.0,5.8,50,144,95,3.167,45.4,34.48,31.61,63.16,57.89,0.00795004
Message,Message_06_1.mov,06,1,108,30.0,3.6,31,86,56,1.867,48.15,32.41,30.56,62.5,58.93,0.0094246
Message,Message_06_2.mov,06,2,117,30.0,3.9,32,111,80,2.667,31.62,43.59,56.41,63.75,76.25,0.01073537
Min,Min_01_1.MOV,01,1,114,30.0,3.8,5,97,93,3.1,18.42,54.39,5.26,66.67,6.45,0.00911639
Min,Min_01_2.MOV,01,2,167,30.0,5.567,5,154,150,5.0,10.18,72.46,6.59,80.67,7.33,0.01032313
Min,Min_05_1.MOV,05,1,132,30.0,4.4,27,118,92,3.067,30.3,50.0,18.94,71.74,27.17,0.00829688
Min,Min_05_2.MOV,05,2,127,30.0,4.233,20,126,107,3.567,15.75,64.57,28.35,76.64,33.64,0.00792813
Min,Min_06_1.MOV,06,1,117,30.0,3.9,19,108,90,3.0,23.08,58.12,26.5,75.56,34.44,0.01152793
Min,Min_06_2.MOV,06,2,128,30.0,4.267,21,127,107,3.567,16.41,67.19,29.69,80.37,35.51,0.00952863
Multiple,multiple_02_1.MOV,02,1,239,30.0,7.967,19,229,211,7.033,11.72,76.57,30.13,86.73,34.12,0.00713821
Multiple,multiple_02_2.MOV,02,2,113,30.0,3.767,3,98,96,3.2,15.04,63.72,27.43,75.0,32.29,0.0100198
Multiple,multiple_03_1.MOV,03,1,147,30.0,4.9,26,142,117,3.9,20.41,55.78,18.37,70.09,23.08,0.00875028
Multiple,multiple_03_2.MOV,03,2,280,30.0,9.333,29,255,227,7.567,18.93,68.21,29.64,84.14,36.56,0.00661506
Multiple,multiple_05_1.MOV,05,1,156,30.0,5.2,30,129,100,3.333,35.9,44.23,17.95,69.0,28.0,0.00894217
Multiple,multiple_05_2.MOV,05,2,170,30.0,5.667,30,169,140,4.667,17.65,49.41,24.12,60.0,29.29,0.01009631
Name,name_01_1.MOV,01,1,188,30.0,6.267,22,183,162,5.4,13.83,75.53,3.72,87.65,4.32,0.00837239
Name,name_01_2.MOV,01,2,149,30.0,4.967,26,144,119,3.967,20.13,59.73,16.11,74.79,20.17,0.00830771
Name,name_02_1.MOV,02,1,142,30.0,4.733,15,131,117,3.9,17.61,58.45,0.0,70.94,0.0,0.00924272
Name,name_02_2.MOV,02,2,235,30.0,7.833,24,230,207,6.9,11.91,70.21,2.55,79.71,2.9,0.00676422
Name,name_07_1.mp4,07,1,230,59.94,3.837,0,229,230,3.837,0.0,78.26,100.0,78.26,100.0,0.00654353
New,New_01_1.mov,01,1,154,30.0,5.133,5,118,114,3.8,25.97,46.75,50.0,63.16,67.54,0.00748608
New,New_01_2.mov,01,2,293,30.0,9.767,19,268,250,8.333,14.68,63.48,67.92,74.4,79.6,0.00576689
New,New_02_1.mov,02,1,168,30.0,5.6,11,129,119,3.967,29.17,51.19,50.6,72.27,71.43,0.00530844
New,New_02_2.mov,02,2,267,30.0,8.9,19,251,233,7.767,12.73,74.91,75.66,85.84,86.7,0.00564043
New,New_05_1.mov,05,1,181,30.0,6.033,59,159,101,3.367,44.2,39.78,35.36,71.29,63.37,0.00624557
New,New_05_2.mov,05,2,172,30.0,5.733,41,157,117,3.9,31.98,54.65,52.33,80.34,76.92,0.0072494
Next,Next_01_1.MOV,01,1,107,30.0,3.567,15,99,85,2.833,20.56,19.63,0.0,24.71,0.0,0.00490519
Next,Next_01_2.MOV,01,2,141,30.0,4.7,21,139,119,3.967,15.6,34.04,0.0,40.34,0.0,0.00434553
Next,Next_05_1.MOV,05,1,100,30.0,3.333,29,99,71,2.367,29.0,39.0,0.0,54.93,0.0,0.00681998
Next,Next_05_2.MOV,05,2,110,30.0,3.667,31,109,79,2.633,28.18,40.91,0.0,56.96,0.0,0.00644381
Next,Next_06_1.MOV,06,1,86,30.0,2.867,12,73,62,2.067,27.91,40.7,0.0,56.45,0.0,0.00652822
Next,Next_06_2.MOV,06,2,90,30.0,3.0,15,89,75,2.5,16.67,48.89,0.0,58.67,0.0,0.00491673
Non binary relationship,Non binary relationship_02_1.MOV,02,1,182,30.0,6.067,8,179,172,5.733,5.49,77.47,7.14,81.98,7.56,0.01305825
Non binary relationship,Non binary relationship_02_2.MOV,02,2,410,30.0,13.667,25,381,357,11.9,12.93,77.07,9.51,88.52,10.92,0.00666608
Non binary relationship,Non binary relationship_03_1.MOV,03,1,304,30.0,10.133,51,282,232,7.733,23.68,59.87,14.8,78.45,19.4,0.00790241
Non binary relationship,Non binary relationship_03_2.MOV,03,2,232,30.0,7.733,48,209,162,5.4,30.17,48.28,14.22,69.14,20.37,0.0083408
Non binary relationship,Non binary relationship_05_1.MOV,05,1,206,30.0,6.867,27,184,158,5.267,23.3,52.91,19.42,68.99,25.32,0.01215226
Non binary relationship,Non binary relationship_05_2.MOV,05,2,188,30.0,6.267,41,167,127,4.233,32.45,47.87,4.26,70.87,6.3,0.01215701
Null,Null_01_1.mov,01,1,140,30.0,4.667,28,114,87,2.9,37.86,44.29,40.0,71.26,64.37,0.00882
Null,Null_01_2.mov,01,2,214,30.0,7.133,30,188,159,5.3,25.7,58.41,50.0,78.62,67.3,0.00783812
Null,Null_02_1.mov,02,1,177,30.0,5.9,25,144,120,4.0,32.2,48.02,15.25,70.83,22.5,0.00506953
Null,Null_02_2.mov,02,2,188,30.0,6.267,23,176,154,5.133,18.09,61.17,51.06,74.68,62.34,0.00668782
Null,Null_05_1.mov,05,1,155,30.0,5.167,27,131,105,3.5,32.26,49.68,25.81,73.33,38.1,0.00659662
Null,Null_05_2.mov,05,2,174,30.0,5.8,21,125,105,3.5,39.66,47.7,41.95,79.05,69.52,0.00877093
Object,Object_01_1.MOV,01,1,107,30.0,3.567,14,75,62,2.067,42.06,33.64,0.0,58.06,0.0,0.00497689
Object,Object_01_2.MOV,01,2,158,30.0,5.267,30,154,125,4.167,20.89,53.8,0.0,68.0,0.0,0.00309799
Object,Object_05_1.MOV,05,1,99,30.0,3.3,27,92,66,2.2,33.33,35.35,0.0,53.03,0.0,0.00554
Object,Object_05_2.MOV,05,2,103,30.0,3.433,19,102,84,2.8,18.45,47.57,0.0,58.33,0.0,0.00655214
Object,Object_06_1.MOV,06,1,85,30.0,2.833,20,83,64,2.133,24.71,41.18,0.0,54.69,0.0,0.00631125
Object,Object_06_2.MOV,06,2,101,30.0,3.367,21,96,76,2.533,24.75,50.5,0.0,67.11,0.0,0.00761969
One to many,One to many_02_1.MOV,02,1,301,30.0,10.033,20,282,263,8.767,12.62,36.88,42.19,42.21,48.29,0.00442025
One to many,One to many_02_2.MOV,02,2,143,30.0,4.767,7,125,119,3.967,16.78,35.66,32.17,42.86,38.66,0.00615898
One to many,One to many_03_1.MOV,03,1,201,30.0,6.7,28,191,164,5.467,18.41,26.87,23.38,32.93,28.66,0.00573116
One to many,One to many_03_2.MOV,03,2,272,30.0,9.067,42,260,219,7.3,19.49,33.82,38.6,42.01,47.95,0.00477216
One to many,One to many_05_1.MOV,05,1,189,30.0,6.3,35,169,135,4.5,28.57,30.16,29.63,42.22,41.48,0.00894814
One to many,One to many_05_2.MOV,05,2,205,30.0,6.833,34,184,151,5.033,26.34,32.68,31.22,44.37,42.38,0.01039127
One to one,One to one_02_1.MOV,02,1,171,30.0,5.7,17,141,125,4.167,26.9,55.56,24.56,76.0,33.6,0.00590978
One to one,One to one_02_2.MOV,02,2,83,30.0,2.767,7,64,58,1.933,30.12,37.35,16.87,53.45,24.14,0.00699709
One to one,One to one_03_1.MOV,03,1,271,30.0,9.033,51,240,190,6.333,29.89,50.18,21.4,71.58,30.53,0.00430242
One to one,One to one_03_2.MOV,03,2,125,30.0,4.167,0,112,113,3.767,9.6,36.8,17.6,40.71,19.47,0.0046322
One to one,One to one_05_1.MOV,05,1,129,30.0,4.3,28,126,99,3.3,23.26,48.84,20.16,63.64,26.26,0.00785835
One to one,One to one_05_2.MOV,05,2,137,30.0,4.567,28,132,105,3.5,23.36,37.23,17.52,48.57,22.86,0.00747694
Operation,Operation_02_1.MOV,02,1,192,30.0,6.4,15,167,153,5.1,20.31,64.06,30.73,80.39,38.56,0.00620949
Operation,Operation_02_2.MOV,02,2,160,30.0,5.333,12,148,137,4.567,14.38,60.62,35.62,70.8,41.61,0.0063278
Operation,Operation_03_1.MOV,03,1,262,30.0,8.733,37,240,204,6.8,22.14,53.05,23.28,68.14,29.9,0.00475443
Operation,Operation_03_2.MOV,03,2,139,30.0,4.633,20,119,100,3.333,28.06,49.64,21.58,69.0,30.0,0.00701798
Operation,Operation_05_1.MOV,05,1,152,30.0,5.067,24,133,110,3.667,27.63,54.61,24.34,75.45,33.64,0.0104369
Operation,Operation_05_2.MOV,05,2,116,30.0,3.867,21,103,83,2.767,28.45,46.55,20.69,65.06,28.92,0.01434565
Order,Order_01_1.mov,01,1,120,30.0,4.0,20,119,100,3.333,16.67,50.0,60.83,60.0,73.0,0.00912348
Order,Order_01_2.mov,01,2,197,30.0,6.567,24,179,156,5.2,20.81,52.79,63.96,66.67,80.77,0.00944636
Order,Order_05_1.mov,05,1,133,30.0,4.433,34,112,79,2.633,40.6,34.59,33.08,58.23,55.7,0.0079813
Order,Order_05_2.mov,05,2,135,30.0,4.5,36,124,89,2.967,34.07,43.7,42.96,66.29,65.17,0.00811778
Order,Order_06_1.mov,06,1,99,30.0,3.3,18,83,66,2.2,33.33,41.41,42.42,62.12,63.64,0.01809737
Order,Order_06_2.mov,06,2,146,30.0,4.867,30,126,97,3.233,33.56,40.41,49.32,60.82,74.23,0.01105644
Page,Page_01_1.mov,01,1,140,30.0,4.667,25,139,115,3.833,17.86,44.29,45.0,53.91,54.78,0.01060923
Page,Page_01_2.mov,01,2,269,30.0,8.967,26,250,225,7.5,16.36,44.61,50.56,53.33,60.44,0.00959993
Page,Page_05_1.mov,05,1,113,30.0,3.767,27,112,86,2.867,23.89,50.44,50.44,66.28,66.28,0.00922787
Page,Page_05_2.mov,05,2,139,30.0,4.633,23,138,116,3.867,16.55,65.47,63.31,78.45,75.86,0.01052716
Page,Page_06_1.mov,06,1,99,30.0,3.3,22,87,66,2.2,33.33,42.42,45.45,63.64,68.18,0.01226087
Page,Page_06_2.mov,06,2,126,30.0,4.2,17,113,97,3.233,23.02,58.73,58.73,76.29,76.29,0.01125217
Pointer,Pointer_01_1.mov,01,1,127,30.0,4.233,20,105,86,2.867,32.28,45.67,0.0,67.44,0.0,0.00523894
Pointer,Pointer_01_2.mov,01,2,157,30.0,5.233,11,148,138,4.6,12.1,71.97,0.0,81.88,0.0,0.00534707
Pointer,Pointer_05_1.mov,05,1,105,30.0,3.5,0,95,96,3.2,8.57,37.14,0.0,40.62,0.0,0.00535879
Pointer,Pointer_05_2.mov,05,2,137,30.0,4.567,23,133,111,3.7,18.98,59.12,0.0,72.97,0.0,0.0059277
Pointer,Pointer_06_1.mov,06,1,85,30.0,2.833,9,81,73,2.433,14.12,60.0,0.0,69.86,0.0,0.0083589
Pointer,Pointer_06_2.mov,06,2,127,30.0,4.233,14,126,113,3.767,11.02,55.12,0.79,61.95,0.88,0.00549631
Primary key,Primary key_02_1.MOV,02,1,183,30.0,6.1,16,182,167,5.567,8.74,77.05,0.0,84.43,0.0,0.00682357
Primary key,Primary key_02_2.MOV,02,2,121,30.0,4.033,13,105,93,3.1,23.14,55.37,0.0,72.04,0.0,0.00612644
Primary key,Primary key_03_1.MOV,03,1,197,30.0,6.567,33,182,150,5.0,23.86,54.82,0.0,72.0,0.0,0.00466628
Primary key,Primary key_03_2.MOV,03,2,144,30.0,4.8,29,132,104,3.467,27.78,44.44,0.0,61.54,0.0,0.00531043
Primary key,Primary key_05_1.MOV,05,1,151,30.0,5.033,21,132,112,3.733,25.83,47.68,0.0,64.29,0.0,0.01021729
Primary key,Primary key_05_2.MOV,05,2,149,30.0,4.967,41,131,91,3.033,38.93,42.28,0.0,69.23,0.0,0.00916849
Priority,Priority_01_1.mov,01,1,167,30.0,5.567,17,145,129,4.3,22.75,43.71,58.08,56.59,75.19,0.00884245
