sample_index,label_id,label,video,signer_id,repetition_id,raw_frames,start_frame,end_frame,active_frames_used,target_frames,left_observed_rate,right_observed_rate,left_short_gap_imputed_rate,right_short_gap_imputed_rate,landmark_file
433,73,If,If_06_1.MOV,06,1,130,25,117,93,200,71.0,38.0,5.5,1.0,If\If_06_1.npy
434,73,If,If_06_2.MOV,06,2,155,28,147,120,200,78.5,39.5,1.0,2.0,If\If_06_2.npy
435,74,Inaccessible,Inaccessible_02_1.MOV,02,1,187,18,157,140,200,66.0,31.0,0.0,1.0,Inaccessible\Inaccessible_02_1.npy
436,74,Inaccessible,Inaccessible_02_2.MOV,02,2,103,11,79,69,200,60.0,48.0,1.5,10.5,Inaccessible\Inaccessible_02_2.npy
437,74,Inaccessible,Inaccessible_03_1.MOV,03,1,195,31,185,155,200,59.5,30.5,2.0,2.5,Inaccessible\Inaccessible_03_1.npy
438,74,Inaccessible,Inaccessible_03_2.MOV,03,2,126,31,108,78,200,57.5,34.0,5.5,6.0,Inaccessible\Inaccessible_03_2.npy
439,74,Inaccessible,Inaccessible_05_1.MOV,05,1,134,36,113,78,200,51.0,43.5,9.5,9.5,Inaccessible\Inaccessible_05_1.npy
440,74,Inaccessible,Inaccessible_05_2.MOV,05,2,148,36,131,96,200,73.5,58.0,2.0,10.0,Inaccessible\Inaccessible_05_2.npy
441,75,Include,include_03_1.MOV,03,1,138,13,129,117,200,80.0,25.5,0.0,3.5,Include\include_03_1.npy
442,75,Include,include_03_2.MOV,03,2,199,22,176,155,200,81.5,30.0,1.5,1.0,Include\include_03_2.npy
443,75,Include,include_05_1.MOV,05,1,193,37,165,129,200,78.0,28.5,0.5,1.5,Include\include_05_1.npy
444,75,Include,include_05_2.MOV,05,2,150,27,116,90,200,71.0,23.5,1.5,4.5,Include\include_05_2.npy
445,75,Include,include_06_1.MOV,06,1,142,24,141,118,200,80.5,33.0,2.0,0.0,Include\include_06_1.npy
446,75,Include,include_06_2.MOV,06,2,134,28,124,97,200,76.0,29.0,1.0,1.0,Include\include_06_2.npy
447,76,Index,Index_01_1.MOV,01,1,119,16,111,96,200,72.5,60.5,2.0,11.5,Index\Index_01_1.npy
448,76,Index,Index_01_2.MOV,01,2,166,6,159,154,200,76.0,59.5,0.0,7.0,Index\Index_01_2.npy
449,76,Index,Index_05_1.MOV,05,1,141,24,132,109,200,71.5,57.5,1.0,6.5,Index\Index_05_1.npy
450,76,Index,Index_05_2.MOV,05,2,184,24,157,134,200,78.5,76.5,1.0,1.0,Index\Index_05_2.npy
451,76,Index,Index_06_1.MOV,06,1,148,17,136,120,200,78.0,78.0,1.5,1.5,Index\Index_06_1.npy
452,76,Index,Index_06_2.MOV,06,2,133,11,110,100,200,73.0,74.0,0.0,1.0,Index\Index_06_2.npy
453,77,Information,information_01_1.MOV,01,1,205,5,200,196,200,69.0,0.0,0.0,0.0,Information\information_01_1.npy
454,77,Information,information_01_2.MOV,01,2,131,2,98,97,200,60.0,0.0,0.0,0.0,Information\information_01_2.npy
455,77,Information,information_02_1.MOV,02,1,180,9,169,161,200,70.0,0.0,0.0,0.0,Information\information_02_1.npy
456,77,Information,information_02_2.MOV,02,2,104,6,101,96,200,55.5,0.0,2.0,0.0,Information\information_02_2.npy
457,77,Information,information_07_1.mp4,07,1,98,0,83,84,200,0.0,73.5,0.0,2.0,Information\information_07_1.npy
458,78,Initialize,Initialize_02_1.MOV,02,1,347,21,321,301,200,82.5,38.5,2.5,0.0,Initialize\Initialize_02_1.npy
459,78,Initialize,Initialize_02_2.MOV,02,2,170,7,153,147,200,75.0,33.0,10.0,2.0,Initialize\Initialize_02_2.npy
460,78,Initialize,Initialize_03_1.MOV,03,1,222,18,207,190,200,84.5,32.5,0.0,0.0,Initialize\Initialize_03_1.npy
461,78,Initialize,Initialize_03_2.MOV,03,2,392,43,371,329,200,87.0,38.5,1.0,0.0,Initialize\Initialize_03_2.npy
462,78,Initialize,Initialize_05_1.MOV,05,1,256,41,251,211,200,73.5,18.5,0.0,0.5,Initialize\Initialize_05_1.npy
463,78,Initialize,Initialize_05_2.MOV,05,2,208,34,194,161,200,71.5,19.0,2.0,2.5,Initialize\Initialize_05_2.npy
464,79,Input-enter,Input-enter_02_1.MOV,02,1,121,17,95,79,200,55.0,23.5,0.0,5.0,Input-enter\Input-enter_02_1.npy
465,79,Input-enter,Input-enter_02_2.MOV,02,2,260,107,229,123,200,79.5,66.0,0.0,5.5,Input-enter\Input-enter_02_2.npy
466,79,Input-enter,Input-enter_05_1.MOV,05,1,202,64,167,104,200,78.0,72.5,2.0,0.0,Input-enter\Input-enter_05_1.npy
467,79,Input-enter,Input-enter_05_2.MOV,05,2,164,54,143,90,200,73.5,65.0,0.0,0.0,Input-enter\Input-enter_05_2.npy
468,79,Input-enter,Input-enter_08_1.MOV,08,1,145,35,122,88,200,72.0,56.0,0.0,0.0,Input-enter\Input-enter_08_1.npy
469,79,Input-enter,Input-enter_08_2.MOV,08,2,243,63,222,160,200,82.5,62.0,0.0,2.5,Input-enter\Input-enter_08_2.npy
470,80,int,int_02_1.MOV,02,1,146,38,134,97,200,61.5,0.0,8.0,0.0,int\int_02_1.npy
471,80,int,int_02_2.MOV,02,2,108,16,99,84,200,65.5,0.0,3.0,0.0,int\int_02_2.npy
472,80,int,int_03_1.MOV,03,1,110,15,93,79,200,56.0,0.0,0.0,0.0,int\int_03_1.npy
473,80,int,int_03_2.MOV,03,2,203,29,186,158,200,73.0,0.0,0.0,0.0,int\int_03_2.npy
474,80,int,int_06_1.MOV,06,1,101,19,81,63,200,62.5,0.0,0.0,0.0,int\int_06_1.npy
475,80,int,int_06_2.MOV,06,2,122,22,102,81,200,68.0,0.0,1.5,0.0,int\int_06_2.npy
476,81,Last in,Last in_02_1.MOV,02,1,135,12,126,115,200,61.5,69.0,2.5,5.5,Last in\Last in_02_1.npy
477,81,Last in,Last in_02_2.MOV,02,2,207,27,203,177,200,74.5,77.5,2.5,2.0,Last in\Last in_02_2.npy
478,81,Last in,Last in_03_1.MOV,03,1,150,28,138,111,200,53.5,66.0,8.0,0.0,Last in\Last in_03_1.npy
479,81,Last in,Last in_03_2.MOV,03,2,235,59,218,160,200,61.5,73.5,4.5,0.5,Last in\Last in_03_2.npy
480,81,Last in,Last in_06_1.MOV,06,1,122,28,118,91,200,67.0,73.5,0.0,2.0,Last in\Last in_06_1.npy
481,81,Last in,Last in_06_2.MOV,06,2,146,28,144,117,200,75.5,70.0,3.5,3.0,Last in\Last in_06_2.npy
482,82,Library,Library_01_1.MOV,01,1,112,20,97,78,200,50.5,38.5,10.5,7.0,Library\Library_01_1.npy
483,82,Library,Library_01_2.MOV,01,2,198,29,175,147,200,67.0,74.0,7.5,3.0,Library\Library_01_2.npy
484,82,Library,Library_05_1.MOV,05,1,94,28,91,64,200,57.0,41.0,0.0,9.5,Library\Library_05_1.npy
485,82,Library,Library_05_2.MOV,05,2,111,23,103,81,200,66.0,47.5,0.0,5.0,Library\Library_05_2.npy
486,82,Library,Library_06_1.MOV,06,1,111,25,95,71,200,63.5,62.0,1.5,1.5,Library\Library_06_1.npy
487,82,Library,Library_06_2.MOV,06,2,114,19,106,88,200,67.0,65.5,2.5,0.0,Library\Library_06_2.npy
488,83,Line,Line_02_1.MOV,02,1,94,11,80,70,200,63.5,62.0,0.0,0.0,Line\Line_02_1.npy
489,83,Line,Line_02_2.MOV,02,2,136,28,135,108,200,70.5,68.0,0.0,0.0,Line\Line_02_2.npy
490,83,Line,Line_03_1.MOV,03,1,101,11,88,78,200,61.0,60.5,0.0,0.0,Line\Line_03_1.npy
491,83,Line,Line_03_2.MOV,03,2,177,33,162,130,200,67.0,67.5,0.0,2.0,Line\Line_03_2.npy
492,83,Line,Line_06_1.MOV,06,1,105,30,87,58,200,33.0,54.0,0.0,0.0,Line\Line_06_1.npy
493,83,Line,Line_06_2.MOV,06,2,127,33,106,74,200,61.5,65.0,1.0,1.5,Line\Line_06_2.npy
494,84,List,list_03_1.MOV,03,1,103,21,97,77,200,65.5,54.0,0.0,0.0,List\list_03_1.npy
495,84,List,list_03_2.MOV,03,2,98,14,93,80,200,71.5,54.5,0.0,0.0,List\list_03_2.npy
496,84,List,list_05_1.MOV,05,1,120,37,101,65,200,57.5,31.0,0.0,0.0,List\list_05_1.npy
497,84,List,list_05_2.MOV,05,2,115,22,114,93,200,72.5,53.0,0.0,0.0,List\list_05_2.npy
498,84,List,list_06_1.MOV,06,1,123,23,108,86,200,71.5,72.0,0.0,1.0,List\list_06_1.npy
499,84,List,list_06_2.MOV,06,2,111,27,99,73,200,66.0,70.0,0.0,3.0,List\list_06_2.npy
500,85,Logical,logical_01_1.MOV,01,1,230,37,204,168,200,76.5,0.0,1.0,0.0,Logical\logical_01_1.npy
501,85,Logical,logical_01_2.MOV,01,2,128,10,104,95,200,62.5,0.0,5.5,0.0,Logical\logical_01_2.npy
502,85,Logical,logical_02_1.MOV,02,1,229,30,212,183,200,72.0,0.5,3.0,0.0,Logical\logical_02_1.npy
503,85,Logical,logical_02_2.MOV,02,2,127,6,105,100,200,59.0,0.0,0.0,0.0,Logical\logical_02_2.npy
504,85,Logical,logical_07_1.mp4,07,1,86,3,76,74,200,0.0,68.5,0.0,1.0,Logical\logical_07_1.npy
505,86,Loop,Loop_01_1.mov,01,1,117,13,94,82,200,34.0,0.0,7.0,0.0,Loop\Loop_01_1.npy
506,86,Loop,Loop_01_2.mov,01,2,215,35,188,154,200,66.5,0.0,5.0,0.0,Loop\Loop_01_2.npy
507,86,Loop,Loop_05_1.mov,05,1,103,12,85,74,200,61.0,0.0,0.0,0.0,Loop\Loop_05_1.npy
508,86,Loop,Loop_05_2.mov,05,2,126,10,108,99,200,77.0,0.0,0.0,0.0,Loop\Loop_05_2.npy
509,86,Loop,Loop_06_1.mov,06,1,107,22,106,85,200,60.0,0.0,0.0,0.0,Loop\Loop_06_1.npy
510,86,Loop,Loop_06_2.mov,06,2,122,0,115,116,200,46.0,0.0,0.5,0.0,Loop\Loop_06_2.npy
511,87,Many to many,Many to many_02_1.MOV,02,1,287,23,286,264,200,70.0,66.5,0.0,0.5,Many to many\Many to many_02_1.npy
512,87,Many to many,Many to many_02_2.MOV,02,2,158,15,151,137,200,62.5,54.5,0.5,1.0,Many to many\Many to many_02_2.npy
513,87,Many to many,Many to many_03_1.MOV,03,1,343,35,321,287,200,65.0,61.5,0.0,1.5,Many to many\Many to many_03_1.npy
514,87,Many to many,Many to many_03_2.MOV,03,2,249,33,226,194,200,62.0,54.5,1.0,1.0,Many to many\Many to many_03_2.npy
515,87,Many to many,Many to many_05_1.MOV,05,1,227,33,200,168,200,59.5,56.5,1.5,2.5,Many to many\Many to many_05_1.npy
516,87,Many to many,Many to many_05_2.MOV,05,2,200,38,187,150,200,55.5,44.5,4.0,6.0,Many to many\Many to many_05_2.npy
517,88,Many to one,Many to one_02_1.MOV,02,1,159,13,139,127,200,65.5,73.0,1.0,0.0,Many to one\Many to one_02_1.npy
518,88,Many to one,Many to one_02_2.MOV,02,2,96,10,89,80,200,64.0,61.5,0.0,0.0,Many to one\Many to one_02_2.npy
519,88,Many to one,Many to one_03_1.MOV,03,1,207,33,206,174,200,48.5,67.0,0.0,0.0,Many to one\Many to one_03_1.npy
520,88,Many to one,Many to one_03_2.MOV,03,2,123,36,116,81,200,25.0,49.5,0.0,1.5,Many to one\Many to one_03_2.npy
521,88,Many to one,Many to one_05_1.MOV,05,1,137,27,125,99,200,27.5,63.0,1.0,0.0,Many to one\Many to one_05_1.npy
522,88,Many to one,Many to one_05_2.MOV,05,2,143,27,133,107,200,32.0,59.0,0.0,2.0,Many to one\Many to one_05_2.npy
523,89,Max,Max_01_1.mov,01,1,141,34,122,89,200,55.5,22.0,2.0,3.0,Max\Max_01_1.npy
524,89,Max,Max_01_2.mov,01,2,189,23,171,149,200,65.5,28.5,0.5,1.5,Max\Max_01_2.npy
525,89,Max,Max_05_1.mov,05,1,123,27,116,90,200,44.0,44.5,5.5,1.0,Max\Max_05_1.npy
526,89,Max,Max_05_2.mov,05,2,133,21,132,112,200,73.5,47.5,7.0,0.0,Max\Max_05_2.npy
527,89,Max,Max_06_1.mov,06,1,100,17,91,75,200,58.5,39.5,11.5,1.0,Max\Max_06_1.npy
528,89,Max,Max_06_2.mov,06,2,117,15,116,102,200,77.0,43.5,1.0,1.0,Max\Max_06_2.npy
529,91,Memory leak,Memory leak_02_1.MOV,02,1,118,7,111,105,200,66.0,33.5,1.0,0.0,Memory leak\Memory leak_02_1.npy
530,91,Memory leak,Memory leak_02_2.MOV,02,2,222,25,213,189,200,80.0,47.5,1.0,0.0,Memory leak\Memory leak_02_2.npy
531,91,Memory leak,Memory leak_03_1.MOV,03,1,132,12,121,110,200,69.5,33.0,0.0,1.0,Memory leak\Memory leak_03_1.npy
532,91,Memory leak,Memory leak_03_2.MOV,03,2,225,18,213,196,200,81.5,37.5,0.0,0.5,Memory leak\Memory leak_03_2.npy
533,91,Memory leak,Memory leak_06_1.MOV,06,1,107,21,98,78,200,68.5,33.5,0.0,0.0,Memory leak\Memory leak_06_1.npy
534,91,Memory leak,Memory leak_06_2.MOV,06,2,144,29,136,108,200,74.5,34.5,0.0,0.0,Memory leak\Memory leak_06_2.npy
535,90,Memory,memory_01_1.mov,01,1,151,20,150,131,200,88.0,0.0,1.5,0.0,Memory\memory_01_1.npy
536,90,Memory,memory_01_2.mov,01,2,172,45,151,107,200,70.0,0.0,0.0,0.0,Memory\memory_01_2.npy
537,90,Memory,memory_02_1.mov,02,1,177,8,176,169,200,0.0,60.5,0.0,0.0,Memory\memory_02_1.npy
538,90,Memory,memory_02_2.mov,02,2,147,7,115,109,200,0.0,67.5,0.0,1.0,Memory\memory_02_2.npy
539,90,Memory,memory_05_1.mov,05,1,143,0,130,131,200,0.0,59.0,0.0,1.0,Memory\memory_05_1.npy
540,90,Memory,memory_05_2.mov,05,2,141,50,135,86,200,0.0,65.5,0.0,0.0,Memory\memory_05_2.npy
541,92,Message,Message_03_1.mov,03,1,109,28,108,81,200,42.5,56.5,0.0,3.5,Message\Message_03_1.npy
542,92,Message,Message_03_2.mov,03,2,135,30,131,102,200,50.0,65.5,5.0,11.5,Message\Message_03_2.npy
543,92,Message,Message_05_1.mov,05,1,133,35,108,74,200,65.5,53.0,0.0,1.5,Message\Message_05_1.npy
544,92,Message,Message_05_2.mov,05,2,174,50,144,95,200,63.5,58.5,4.0,5.0,Message\Message_05_2.npy
545,92,Message,Message_06_1.mov,06,1,108,31,86,56,200,63.5,60.0,0.0,0.0,Message\Message_06_1.npy
546,92,Message,Message_06_2.mov,06,2,117,32,111,80,200,64.0,76.0,0.0,6.5,Message\Message_06_2.npy
547,93,Min,Min_01_1.MOV,01,1,114,5,97,93,200,67.5,7.0,4.0,6.0,Min\Min_01_1.npy
548,93,Min,Min_01_2.MOV,01,2,167,5,154,150,200,80.0,7.5,2.5,5.0,Min\Min_01_2.npy
549,93,Min,Min_05_1.MOV,05,1,132,27,118,92,200,72.5,27.5,1.0,0.0,Min\Min_05_1.npy
550,93,Min,Min_05_2.MOV,05,2,127,20,126,107,200,77.0,34.0,0.0,0.0,Min\Min_05_2.npy
551,93,Min,Min_06_1.MOV,06,1,117,19,108,90,200,76.0,34.5,0.0,0.0,Min\Min_06_1.npy
552,93,Min,Min_06_2.MOV,06,2,128,21,127,107,200,80.5,35.5,2.0,1.0,Min\Min_06_2.npy
553,94,Multiple,multiple_02_1.MOV,02,1,239,19,229,211,200,87.0,34.0,0.0,0.0,Multiple\multiple_02_1.npy
554,94,Multiple,multiple_02_2.MOV,02,2,113,3,98,96,200,75.0,32.5,0.0,0.0,Multiple\multiple_02_2.npy
555,94,Multiple,multiple_03_1.MOV,03,1,147,26,142,117,200,70.0,22.5,0.0,4.0,Multiple\multiple_03_1.npy
556,94,Multiple,multiple_03_2.MOV,03,2,280,29,255,227,200,84.0,36.5,0.0,0.5,Multiple\multiple_03_2.npy
557,94,Multiple,multiple_05_1.MOV,05,1,156,30,129,100,200,69.0,28.0,3.0,6.0,Multiple\multiple_05_1.npy
558,94,Multiple,multiple_05_2.MOV,05,2,170,30,169,140,200,60.5,29.5,0.0,3.5,Multiple\multiple_05_2.npy
559,95,Name,name_01_1.MOV,01,1,188,22,183,162,200,88.0,4.0,0.0,2.0,Name\name_01_1.npy
560,95,Name,name_01_2.MOV,01,2,149,26,144,119,200,74.5,20.0,3.0,7.0,Name\name_01_2.npy
561,95,Name,name_02_1.MOV,02,1,142,15,131,117,200,71.5,0.0,2.5,0.0,Name\name_02_1.npy
562,95,Name,name_02_2.MOV,02,2,235,24,230,207,200,79.5,3.0,0.5,1.0,Name\name_02_2.npy
563,95,Name,name_07_1.mp4,07,1,230,0,229,230,200,78.5,100.0,1.5,0.0,Name\name_07_1.npy
564,96,New,New_01_1.mov,01,1,154,5,118,114,200,64.0,68.0,0.5,0.0,New\New_01_1.npy
565,96,New,New_01_2.mov,01,2,293,19,268,250,200,75.0,79.5,0.5,0.0,New\New_01_2.npy
566,96,New,New_02_1.mov,02,1,168,11,129,119,200,72.5,71.5,0.0,2.0,New\New_02_1.npy
567,96,New,New_02_2.mov,02,2,267,19,251,233,200,86.0,86.5,0.0,0.0,New\New_02_2.npy
568,96,New,New_05_1.mov,05,1,181,59,159,101,200,72.0,64.0,0.0,3.0,New\New_05_1.npy
569,96,New,New_05_2.mov,05,2,172,41,157,117,200,80.5,77.5,0.0,0.0,New\New_05_2.npy
570,97,Next,Next_01_1.MOV,01,1,107,15,99,85,200,25.5,0.0,8.0,0.0,Next\Next_01_1.npy
571,97,Next,Next_01_2.MOV,01,2,141,21,139,119,200,41.5,0.0,5.0,0.0,Next\Next_01_2.npy
572,97,Next,Next_05_1.MOV,05,1,100,29,99,71,200,55.0,0.0,6.0,0.0,Next\Next_05_1.npy
573,97,Next,Next_05_2.MOV,05,2,110,31,109,79,200,57.5,0.0,1.5,0.0,Next\Next_05_2.npy
574,97,Next,Next_06_1.MOV,06,1,86,12,73,62,200,57.0,0.0,0.0,0.0,Next\Next_06_1.npy
575,97,Next,Next_06_2.MOV,06,2,90,15,89,75,200,59.5,0.0,4.0,0.0,Next\Next_06_2.npy
576,98,Non binary relationship,Non binary relationship_02_1.MOV,02,1,182,8,179,172,200,81.5,8.0,5.0,4.0,Non binary relationship\Non binary relationship_02_1.npy
577,98,Non binary relationship,Non binary relationship_02_2.MOV,02,2,410,25,381,357,200,88.5,11.0,0.0,2.5,Non binary relationship\Non binary relationship_02_2.npy
578,98,Non binary relationship,Non binary relationship_03_1.MOV,03,1,304,51,282,232,200,78.0,19.5,7.0,0.0,Non binary relationship\Non binary relationship_03_1.npy
579,98,Non binary relationship,Non binary relationship_03_2.MOV,03,2,232,48,209,162,200,70.5,20.0,2.0,1.0,Non binary relationship\Non binary relationship_03_2.npy
580,98,Non binary relationship,Non binary relationship_05_1.MOV,05,1,206,27,184,158,200,69.5,25.0,4.0,1.0,Non binary relationship\Non binary relationship_05_1.npy
581,98,Non binary relationship,Non binary relationship_05_2.MOV,05,2,188,41,167,127,200,71.5,6.5,4.5,1.5,Non binary relationship\Non binary relationship_05_2.npy
582,99,Null,Null_01_1.mov,01,1,140,28,114,87,200,72.0,65.5,0.0,5.0,Null\Null_01_1.npy
583,99,Null,Null_01_2.mov,01,2,214,30,188,159,200,78.0,66.0,4.5,13.0,Null\Null_01_2.npy
584,99,Null,Null_02_1.mov,02,1,177,25,144,120,200,71.0,23.5,0.0,1.0,Null\Null_02_1.npy
585,99,Null,Null_02_2.mov,02,2,188,23,176,154,200,74.5,63.0,0.0,7.5,Null\Null_02_2.npy
586,99,Null,Null_05_1.mov,05,1,155,27,131,105,200,74.0,39.0,0.0,6.5,Null\Null_05_1.npy
587,99,Null,Null_05_2.mov,05,2,174,21,125,105,200,79.0,70.0,1.0,4.5,Null\Null_05_2.npy
588,100,Object,Object_01_1.MOV,01,1,107,14,75,62,200,58.5,0.0,0.0,0.0,Object\Object_01_1.npy
589,100,Object,Object_01_2.MOV,01,2,158,30,154,125,200,68.0,0.0,2.0,0.0,Object\Object_01_2.npy
590,100,Object,Object_05_1.MOV,05,1,99,27,92,66,200,53.5,0.0,1.5,0.0,Object\Object_05_1.npy
591,100,Object,Object_05_2.MOV,05,2,103,19,102,84,200,59.5,0.0,2.0,0.0,Object\Object_05_2.npy
592,100,Object,Object_06_1.MOV,06,1,85,20,83,64,200,55.0,0.0,10.0,0.0,Object\Object_06_1.npy
593,100,Object,Object_06_2.MOV,06,2,101,21,96,76,200,67.5,0.0,1.5,0.0,Object\Object_06_2.npy
594,101,One to many,One to many_02_1.MOV,02,1,301,20,282,263,200,42.0,48.5,0.0,2.5,One to many\One to many_02_1.npy
595,101,One to many,One to many_02_2.MOV,02,2,143,7,125,119,200,43.0,39.0,0.0,0.0,One to many\One to many_02_2.npy
596,101,One to many,One to many_03_1.MOV,03,1,201,28,191,164,200,32.5,28.5,0.5,0.0,One to many\One to many_03_1.npy
597,101,One to many,One to many_03_2.MOV,03,2,272,42,260,219,200,42.0,48.0,1.0,0.0,One to many\One to many_03_2.npy
598,101,One to many,One to many_05_1.MOV,05,1,189,35,169,135,200,42.5,41.0,1.0,7.0,One to many\One to many_05_1.npy
599,101,One to many,One to many_05_2.MOV,05,2,205,34,184,151,200,44.5,42.5,1.0,4.0,One to many\One to many_05_2.npy
600,102,One to one,One to one_02_1.MOV,02,1,171,17,141,125,200,76.0,34.0,0.0,0.0,One to one\One to one_02_1.npy
601,102,One to one,One to one_02_2.MOV,02,2,83,7,64,58,200,54.0,24.0,0.0,0.0,One to one\One to one_02_2.npy
602,102,One to one,One to one_03_1.MOV,03,1,271,51,240,190,200,72.0,30.5,1.5,0.0,One to one\One to one_03_1.npy
603,102,One to one,One to one_03_2.MOV,03,2,125,0,112,113,200,41.0,19.5,0.0,1.0,One to one\One to one_03_2.npy
604,102,One to one,One to one_05_1.MOV,05,1,129,28,126,99,200,64.0,26.5,3.0,1.0,One to one\One to one_05_1.npy
605,102,One to one,One to one_05_2.MOV,05,2,137,28,132,105,200,49.0,23.0,0.0,1.0,One to one\One to one_05_2.npy
606,103,Operation,Operation_02_1.MOV,02,1,192,15,167,153,200,80.5,38.5,2.0,1.5,Operation\Operation_02_1.npy
607,103,Operation,Operation_02_2.MOV,02,2,160,12,148,137,200,71.0,42.0,0.0,0.0,Operation\Operation_02_2.npy
608,103,Operation,Operation_03_1.MOV,03,1,262,37,240,204,200,68.0,30.0,0.0,0.0,Operation\Operation_03_1.npy
609,103,Operation,Operation_03_2.MOV,03,2,139,20,119,100,200,69.0,30.0,0.0,0.0,Operation\Operation_03_2.npy
610,103,Operation,Operation_05_1.MOV,05,1,152,24,133,110,200,75.5,33.5,2.0,0.0,Operation\Operation_05_1.npy
611,103,Operation,Operation_05_2.MOV,05,2,116,21,103,83,200,65.5,29.0,3.5,0.0,Operation\Operation_05_2.npy
612,104,Order,Order_01_1.mov,01,1,120,20,119,100,200,60.0,73.0,2.0,7.0,Order\Order_01_1.npy
613,104,Order,Order_01_2.mov,01,2,197,24,179,156,200,66.5,81.5,1.5,1.5,Order\Order_01_2.npy
614,104,Order,Order_05_1.mov,05,1,133,34,112,79,200,58.5,56.5,0.0,0.0,Order\Order_05_1.npy
615,104,Order,Order_05_2.mov,05,2,135,36,124,89,200,66.5,65.5,0.0,0.0,Order\Order_05_2.npy
616,104,Order,Order_06_1.mov,06,1,99,18,83,66,200,62.5,64.0,0.0,0.0,Order\Order_06_1.npy
617,104,Order,Order_06_2.mov,06,2,146,30,126,97,200,61.0,75.0,2.0,1.0,Order\Order_06_2.npy
618,105,Page,Page_01_1.mov,01,1,140,25,139,115,200,53.0,54.5,22.5,13.5,Page\Page_01_1.npy
619,105,Page,Page_01_2.mov,01,2,269,26,250,225,200,53.0,61.0,6.5,7.5,Page\Page_01_2.npy
620,105,Page,Page_05_1.mov,05,1,113,27,112,86,200,67.0,66.5,1.0,0.0,Page\Page_05_1.npy
621,105,Page,Page_05_2.mov,05,2,139,23,138,116,200,78.5,76.0,1.0,4.0,Page\Page_05_2.npy
622,105,Page,Page_06_1.mov,06,1,99,22,87,66,200,64.0,68.5,1.5,0.0,Page\Page_06_1.npy
623,105,Page,Page_06_2.mov,06,2,126,17,113,97,200,77.0,77.0,2.0,0.0,Page\Page_06_2.npy
624,106,Pointer,Pointer_01_1.mov,01,1,127,20,105,86,200,68.0,0.0,0.0,0.0,Pointer\Pointer_01_1.npy
625,106,Pointer,Pointer_01_2.mov,01,2,157,11,148,138,200,82.0,0.0,0.0,0.0,Pointer\Pointer_01_2.npy
626,106,Pointer,Pointer_05_1.mov,05,1,105,0,95,96,200,41.0,0.0,0.0,0.0,Pointer\Pointer_05_1.npy
627,106,Pointer,Pointer_05_2.mov,05,2,137,23,133,111,200,73.0,0.0,0.0,0.0,Pointer\Pointer_05_2.npy
628,106,Pointer,Pointer_06_1.mov,06,1,85,9,81,73,200,70.0,0.0,3.0,0.0,Pointer\Pointer_06_1.npy
629,106,Pointer,Pointer_06_2.mov,06,2,127,14,126,113,200,62.0,1.0,2.0,0.0,Pointer\Pointer_06_2.npy
630,107,Primary key,Primary key_02_1.MOV,02,1,183,16,182,167,200,85.0,0.0,0.5,0.0,Primary key\Primary key_02_1.npy
631,107,Primary key,Primary key_02_2.MOV,02,2,121,13,105,93,200,72.0,0.0,0.0,0.0,Primary key\Primary key_02_2.npy
632,107,Primary key,Primary key_03_1.MOV,03,1,197,33,182,150,200,72.0,0.0,1.5,0.0,Primary key\Primary key_03_1.npy
633,107,Primary key,Primary key_03_2.MOV,03,2,144,29,132,104,200,62.0,0.0,0.0,0.0,Primary key\Primary key_03_2.npy
634,107,Primary key,Primary key_05_1.MOV,05,1,151,21,132,112,200,64.5,0.0,2.0,0.0,Primary key\Primary key_05_1.npy
635,107,Primary key,Primary key_05_2.MOV,05,2,149,41,131,91,200,69.5,0.0,0.0,0.0,Primary key\Primary key_05_2.npy
636,108,Priority,Priority_01_1.mov,01,1,167,17,145,129,200,57.0,75.0,0.0,4.5,Priority\Priority_01_1.npy
637,108,Priority,Priority_01_2.mov,01,2,249,50,245,196,200,75.0,42.5,0.0,18.5,Priority\Priority_01_2.npy
638,108,Priority,Priority_05_1.mov,05,1,136,37,127,91,200,56.5,58.5,0.0,0.0,Priority\Priority_05_1.npy
639,108,Priority,Priority_05_2.mov,05,2,150,37,135,99,200,68.0,65.0,0.0,1.0,Priority\Priority_05_2.npy
640,108,Priority,Priority_06_1.mov,06,1,134,16,118,103,200,70.0,73.0,0.0,1.0,Priority\Priority_06_1.npy
641,108,Priority,Priority_06_2.mov,06,2,172,25,169,145,200,74.0,80.0,2.0,1.5,Priority\Priority_06_2.npy
642,109,Private,private_03_1.MOV,03,1,103,0,102,103,200,55.5,0.0,5.0,0.0,Private\private_03_1.npy
643,109,Private,private_03_2.MOV,03,2,94,21,79,59,200,59.0,0.0,3.0,0.0,Private\private_03_2.npy
644,109,Private,private_05_1.MOV,05,1,126,25,118,94,200,59.0,0.0,0.0,0.0,Private\private_05_1.npy
645,109,Private,private_05_2.MOV,05,2,113,30,103,74,200,60.0,0.0,0.0,0.0,Private\private_05_2.npy
646,109,Private,private_06_1.MOV,06,1,93,26,80,55,200,56.5,0.0,2.0,0.0,Private\private_06_1.npy
647,109,Private,private_06_2.MOV,06,2,89,30,83,54,200,60.0,0.0,2.0,0.0,Private\private_06_2.npy
648,110,Procedure,procedure_01_1.MOV,01,1,228,35,226,192,200,86.5,87.0,0.5,0.5,Procedure\procedure_01_1.npy
649,110,Procedure,procedure_01_2.MOV,01,2,128,17,115,99,200,64.0,70.0,4.0,3.0,Procedure\procedure_01_2.npy
